metaanalysisid,Parameter,Estimate,StandardError,DF,tValue,Probt,Alpha,Lower,Upper,Gradient
62016,fz,6.1100,31.0193,1000,0.20,0.8439,0.05,-54.7603,66.9803,-0.00095
62527,beta1,-3.7454,0.5606,1000,-6.68,<.0001,0.05,-4.8455,-2.6454,-0.00018
62527,sig1,0.3055,0.3524,1000,0.87,0.3861,0.05,-0.3859,0.9969,-0.00024
62527,beta2,-3.6147,0.5385,1000,-6.71,<.0001,0.05,-4.6714,-2.5581,-0.00003
62527,sig2,0.2211,0.4000,1000,0.55,0.5805,0.05,-0.5639,1.0061,-0.00004
62527,fz,2.0071,1.5462,1000,1.30,0.1946,0.05,-1.0271,5.0412,0.000048
62862,beta1,-4.8811,0.4006,1000,-12.19,<.0001,0.05,-5.6671,-4.0950,-0.00020
62862,sig1,-0.2692,0.4322,1000,-0.62,0.5335,0.05,-1.1174,0.5789,-0.00014
62862,beta2,-4.7669,0.2841,1000,-16.78,<.0001,0.05,-5.3245,-4.2093,0.000019
62862,sig2,-1.3492,1.2280,1000,-1.10,0.2722,0.05,-3.7589,1.0605,-0.00006
62862,fz,4.9847,13.6068,1000,0.37,0.7142,0.05,-21.7164,31.6858,-0.00007
62863,beta1,-3.1180,0.4888,1000,-6.38,<.0001,0.05,-4.0771,-2.1589,2.322E81
62863,sig1,0.3531,0.2535,1000,1.39,0.1640,0.05,-0.1444,0.8506,0.029344
62863,beta2,-2.9591,0.2327,1000,-12.72,<.0001,0.05,-3.4158,-2.5025,-0.03100
62863,sig2,-0.4285,0,1000,I,<.0001,0.05,M,I,0.001539
62863,fz,6.3709,10.2404,1000,0.62,0.5340,0.05,-13.7242,26.4659,-0.00019
63756,beta1,-2.7075,0.4197,1000,-6.45,<.0001,0.05,-3.5311,-1.8840,0.000939
63756,sig1,0.5974,0.2155,1000,2.77,0.0057,0.05,0.1744,1.0204,0.023929
63756,beta2,-2.4087,0.4003,1000,-6.02,<.0001,0.05,-3.1941,-1.6232,0.003111
63756,sig2,0.5500,0.2179,1000,2.52,0.0118,0.05,0.1224,0.9776,0.006508
63756,fz,6.0628,11.6962,1000,0.52,0.6043,0.05,-16.8890,29.0146,-0.00180
63759,beta1,-3.9243,0,1000,I,<.0001,0.05,M,I,1.942E81
63759,sig1,0.3235,0,1000,I,<.0001,0.05,M,I,-7.22E81
63759,beta2,-3.5352,0,1000,I,<.0001,0.05,M,I,2.108E81
63759,sig2,0.4317,0,1000,I,<.0001,0.05,M,I,0.001901
63759,fz,6.5452,0,1000,I,<.0001,0.05,M,I,0
63999,beta1,-1.7111,0.4733,1000,-3.62,0.0003,0.05,-2.6398,-0.7824,-3.42E-6
63999,sig1,0.3505,0.2845,1000,1.23,0.2182,0.05,-0.2077,0.9088,0.000019
63999,beta2,-2.8433,0.6876,1000,-4.14,<.0001,0.05,-4.1926,-1.4940,0.000032
63999,sig2,0.6579,0.2936,1000,2.24,0.0253,0.05,0.08169,1.2341,3.692E-6
63999,fz,1.6333,0.6664,1000,2.45,0.0144,0.05,0.3256,2.9410,-0.00002
64044,beta1,-1.7111,0.4733,1000,-3.62,0.0003,0.05,-2.6398,-0.7824,-3.42E-6
64044,sig1,0.3505,0.2845,1000,1.23,0.2182,0.05,-0.2077,0.9088,0.000019
64044,beta2,-2.8433,0.6876,1000,-4.14,<.0001,0.05,-4.1926,-1.4940,0.000032
64044,sig2,0.6579,0.2936,1000,2.24,0.0253,0.05,0.08169,1.2341,3.692E-6
64044,fz,1.6333,0.6664,1000,2.45,0.0144,0.05,0.3256,2.9410,-0.00002
64449,beta1,-4.5572,0.3926,1000,-11.61,<.0001,0.05,-5.3276,-3.7869,0.000279
64449,sig1,0.3209,0.2496,1000,1.29,0.1989,0.05,-0.1689,0.8107,0.000032
64449,beta2,-3.3028,0.3421,1000,-9.66,<.0001,0.05,-3.9740,-2.6315,0.000066
64449,sig2,0.4887,0.1831,1000,2.67,0.0077,0.05,0.1293,0.8481,-0.00025
64449,fz,-0.00081,0.2738,1000,-0.00,0.9977,0.05,-0.5380,0.5364,0.000088
64452,beta1,-3.1102,0.3191,1000,-9.75,<.0001,0.05,-3.7364,-2.4840,-0.00099
64452,sig1,0.2958,0.2280,1000,1.30,0.1948,0.05,-0.1516,0.7433,0.000406
64452,beta2,-2.8013,0.3279,1000,-8.54,<.0001,0.05,-3.4447,-2.1580,-0.00080
64452,sig2,0.3602,0.2217,1000,1.62,0.1045,0.05,-0.07479,0.7952,0.000072
64452,fz,1.8378,0.5025,1000,3.66,0.0003,0.05,0.8517,2.8238,-0.00062
64463,beta1,-5.2091,1.0456,1000,-4.98,<.0001,0.05,-7.2610,-3.1572,-0.00002
64463,sig1,0.7499,0.4149,1000,1.81,0.0710,0.05,-0.06439,1.5641,-9.94E-6
64463,beta2,-3.3470,0.3592,1000,-9.32,<.0001,0.05,-4.0520,-2.6420,-0.00004
64463,sig2,-0.07883,0.3938,1000,-0.20,0.8414,0.05,-0.8517,0.6940,0.000177
64463,fz,1.0048,0.7269,1000,1.38,0.1672,0.05,-0.4217,2.4312,-0.00017
64464,beta1,-4.9047,0.7013,1000,-6.99,<.0001,0.05,-6.2810,-3.5285,0.000032
64464,sig1,-0.1957,1.0434,1000,-0.19,0.8513,0.05,-2.2433,1.8519,-0.00010
64464,beta2,-3.6469,0.8729,1000,-4.18,<.0001,0.05,-5.3598,-1.9339,-0.00015
64464,sig2,0.7776,0.3556,1000,2.19,0.0290,0.05,0.07977,1.4755,-0.00010
64464,fz,-0.8864,1.4809,1000,-0.60,0.5496,0.05,-3.7924,2.0196,0.000073
64467,beta1,-4.7201,0.7976,1000,-5.92,<.0001,0.05,-6.2853,-3.1549,0.000182
64467,sig1,0.5682,0.4033,1000,1.41,0.1592,0.05,-0.2232,1.3597,-0.00015
64467,beta2,-3.7526,0.5072,1000,-7.40,<.0001,0.05,-4.7480,-2.7572,0.000107
64467,sig2,0.4616,0.2611,1000,1.77,0.0773,0.05,-0.05071,0.9739,-0.00004
64467,fz,-0.1535,0.3761,1000,-0.41,0.6833,0.05,-0.8916,0.5846,-0.00010
64470,beta1,-4.7438,0.6651,1000,-7.13,<.0001,0.05,-6.0490,-3.4387,4.804E-6
64470,sig1,0.4530,0.3844,1000,1.18,0.2388,0.05,-0.3012,1.2073,0.000043
64470,beta2,-3.2442,0.4883,1000,-6.64,<.0001,0.05,-4.2024,-2.2861,0.000030
64470,sig2,0.4619,0.2608,1000,1.77,0.0768,0.05,-0.04985,0.9737,0.000012
64470,fz,0.6588,0.4341,1000,1.52,0.1294,0.05,-0.1930,1.5106,0.000103
64543,beta1,-3.8984,,,,,,,,-0.00625
64543,sig1,-0.4018,,,,,,,,5.543E84
64543,beta2,-3.7380,,,,,,,,0.008416
64543,sig2,-0.2633,,,,,,,,6.151E84
64543,fz,6.5353,,,,,,,,0.000312
64546,beta1,-4.5773,0.4880,1000,-9.38,<.0001,0.05,-5.5349,-3.6198,0.000020
64546,sig1,-1.4867,2.9801,1000,-0.50,0.6180,0.05,-7.3347,4.3613,0.000058
64546,beta2,-3.3266,0.3782,1000,-8.79,<.0001,0.05,-4.0688,-2.5843,-0.00005
64546,sig2,-0.6554,0.8334,1000,-0.79,0.4318,0.05,-2.2907,0.9800,-0.00020
64546,fz,4.5628,174.62,1000,0.03,0.9792,0.05,-338.10,347.23,-0.00002
64578,beta1,-1.5505,0.3328,1000,-4.66,<.0001,0.05,-2.2035,-0.8975,0.000340
64578,sig1,-0.09169,0.3574,1000,-0.26,0.7976,0.05,-0.7931,0.6097,-0.00004
64578,beta2,-1.5624,0.2642,1000,-5.91,<.0001,0.05,-2.0808,-1.0441,-0.00002
64578,sig2,-0.4685,0.4150,1000,-1.13,0.2592,0.05,-1.2829,0.3459,-0.00032
64578,fz,1.0193,0.6148,1000,1.66,0.0977,0.05,-0.1872,2.2257,0.000155
64865,beta1,-3.3340,0.4676,1000,-7.13,<.0001,0.05,-4.2517,-2.4164,0.000049
64865,sig1,-0.9773,1.8736,1000,-0.52,0.6020,0.05,-4.6540,2.6994,0.000015
64865,beta2,-2.4792,0.2539,1000,-9.77,<.0001,0.05,-2.9774,-1.9810,0.000027
64865,sig2,-1.6363,2.1631,1000,-0.76,0.4495,0.05,-5.8810,2.6084,-0.00003
64865,fz,4.9577,,1000,,,0.05,,,-0.00008
65239,beta1,-2.8464,0.7782,1000,-3.66,0.0003,0.05,-4.3735,-1.3193,0.000084
65239,sig1,0.5058,0.4700,1000,1.08,0.2821,0.05,-0.4165,1.4281,-0.00036
65239,beta2,-1.9350,0.3886,1000,-4.98,<.0001,0.05,-2.6977,-1.1724,-0.00006
65239,sig2,-0.06769,0.4270,1000,-0.16,0.8741,0.05,-0.9056,0.7703,-0.00040
65239,fz,4.4808,,1000,,,0.05,,,-0.00023
65553,beta1,-3.1968,0.7100,1000,-4.50,<.0001,0.05,-4.5901,-1.8036,0.000124
65553,sig1,0.5810,0.3145,1000,1.85,0.0650,0.05,-0.03613,1.1981,0.000024
65553,beta2,-2.7713,0.6689,1000,-4.14,<.0001,0.05,-4.0839,-1.4588,-7.45E-6
65553,sig2,0.5805,0.3004,1000,1.93,0.0536,0.05,-0.00899,1.1700,6.622E-7
65553,fz,1.6511,0.5769,1000,2.86,0.0043,0.05,0.5189,2.7832,-0.00006
65591,beta1,-4.9785,0.4788,1000,-10.40,<.0001,0.05,-5.9181,-4.0389,-8.71E-6
65591,sig1,0.3403,0.2935,1000,1.16,0.2466,0.05,-0.2357,0.9162,-0.00038
65591,beta2,-4.3331,0.5505,1000,-7.87,<.0001,0.05,-5.4134,-3.2527,-0.00008
65591,sig2,0.6011,0.2790,1000,2.15,0.0314,0.05,0.05363,1.1486,0.000302
65591,fz,1.4451,0.4859,1000,2.97,0.0030,0.05,0.4917,2.3986,-0.00015
65940,beta1,-3.1528,0.2375,1000,-13.27,<.0001,0.05,-3.6189,-2.6867,0.000335
65940,sig1,-0.03899,0.2251,1000,-0.17,0.8625,0.05,-0.4807,0.4027,0.000875
65940,beta2,-3.2387,0.2885,1000,-11.23,<.0001,0.05,-3.8047,-2.6726,-0.00031
65940,sig2,0.1817,0.2188,1000,0.83,0.4065,0.05,-0.2477,0.6111,0.000483
65940,fz,2.3157,0.7349,1000,3.15,0.0017,0.05,0.8735,3.7579,-0.00004
65942,beta1,-2.9331,,,,,,,,0
65942,sig1,0.1527,,,,,,,,0
65942,beta2,-2.9041,,,,,,,,0
65942,sig2,0.1568,,,,,,,,0
65942,fz,6.4625,,,,,,,,-1.04E84
65944,beta1,-2.3887,0.3310,1000,-7.22,<.0001,0.05,-3.0382,-1.7392,-0.00011
65944,sig1,-0.2995,0.4454,1000,-0.67,0.5015,0.05,-1.1735,0.5745,-0.00020
65944,beta2,-2.1499,0.2786,1000,-7.72,<.0001,0.05,-2.6965,-1.6033,-0.00026
65944,sig2,-0.5098,0.4371,1000,-1.17,0.2438,0.05,-1.3677,0.3480,0.000112
65944,fz,5.7877,12.6367,1000,0.46,0.6470,0.05,-19.0099,30.5852,-0.00018
65945,beta1,-2.4477,0,1000,I,<.0001,0.05,M,I,-0.04620
65945,sig1,-0.7735,0,1000,I,<.0001,0.05,M,I,-0.02020
65945,beta2,-2.5335,0,1000,I,<.0001,0.05,M,I,0.029867
65945,sig2,-0.1601,,1000,,,0.05,,,0.018051
65945,fz,6.2886,0,1000,I,<.0001,0.05,M,I,-0.00019
65947,beta1,-3.5247,0.2359,1000,-14.94,<.0001,0.05,-3.9875,-3.0618,-0.00076
65947,sig1,0.002903,0.2111,1000,0.01,0.9890,0.05,-0.4113,0.4171,-0.00055
65947,beta2,-3.4387,0.2792,1000,-12.32,<.0001,0.05,-3.9866,-2.8909,0.000607
65947,sig2,0.1880,0.2040,1000,0.92,0.3570,0.05,-0.2123,0.5884,0.000273
65947,fz,5.4663,7.9229,1000,0.69,0.4904,0.05,-10.0811,21.0138,-0.00020
65949,beta1,-2.6813,0.2944,1000,-9.11,<.0001,0.05,-3.2591,-2.1035,-0.00006
65949,sig1,-0.4628,0.4811,1000,-0.96,0.3363,0.05,-1.4070,0.4813,-0.00028
65949,beta2,-3.5520,0.5845,1000,-6.08,<.0001,0.05,-4.6990,-2.4050,0.000026
65949,sig2,0.3748,0.4254,1000,0.88,0.3785,0.05,-0.4599,1.2096,-0.00007
65949,fz,2.2401,5.6605,1000,0.40,0.6924,0.05,-8.8677,13.3479,0.000107
65957,beta1,-3.0166,0,1000,I,<.0001,0.05,M,I,-2.38E81
65957,sig1,-0.05698,0,1000,I,<.0001,0.05,M,I,-0.03922
65957,beta2,-3.0707,0,1000,I,<.0001,0.05,M,I,-2.35E81
65957,sig2,0.1433,0,1000,I,<.0001,0.05,M,I,-8.36E81
65957,fz,6.5013,0,1000,I,<.0001,0.05,M,I,-0.00065
65958,beta1,-2.5748,0.1945,1000,-13.24,<.0001,0.05,-2.9566,-2.1931,0.067888
65958,sig1,-0.2662,0.2714,1000,-0.98,0.3268,0.05,-0.7988,0.2663,-7.55E81
65958,beta2,-2.5701,0.2226,1000,-11.55,<.0001,0.05,-3.0068,-2.1333,-0.05408
65958,sig2,-0.1159,0.2366,1000,-0.49,0.6243,0.05,-0.5802,0.3483,-0.07451
65958,fz,6.5632,,1000,,,0.05,,,-1.26E81
65968,beta1,-2.8316,0.2815,1000,-10.06,<.0001,0.05,-3.3839,-2.2792,-0.00021
65968,sig1,-0.2198,0.3302,1000,-0.67,0.5059,0.05,-0.8677,0.4282,-0.00007
65968,beta2,-3.1442,0.4509,1000,-6.97,<.0001,0.05,-4.0291,-2.2594,-0.00022
65968,sig2,0.4222,0.2813,1000,1.50,0.1337,0.05,-0.1298,0.9743,-0.00003
65968,fz,1.2828,0.7122,1000,1.80,0.0720,0.05,-0.1148,2.6803,-0.00008
65973,beta1,-2.8068,0.2790,1000,-10.06,<.0001,0.05,-3.3543,-2.2592,-0.00044
65973,sig1,-0.5484,0.4566,1000,-1.20,0.2300,0.05,-1.4444,0.3475,-0.00010
65973,beta2,-2.6723,0.3199,1000,-8.35,<.0001,0.05,-3.3001,-2.0444,0.000137
65973,sig2,-0.2901,0.3783,1000,-0.77,0.4433,0.05,-1.0326,0.4523,0.000034
65973,fz,6.0714,6.6019,1000,0.92,0.3580,0.05,-6.8838,19.0266,-0.00016
65977,beta1,-3.0279,0.2055,1000,-14.74,<.0001,0.05,-3.4310,-2.6247,0.002816
65977,sig1,-0.01692,0.1791,1000,-0.09,0.9247,0.05,-0.3683,0.3345,-0.00121
65977,beta2,-2.9259,0.2089,1000,-14.01,<.0001,0.05,-3.3358,-2.5160,-0.00219
65977,sig2,0.04141,0.1852,1000,0.22,0.8231,0.05,-0.3220,0.4049,-0.00039
65977,fz,1.9812,0.6761,1000,2.93,0.0035,0.05,0.6544,3.3080,0.001912
65979,beta1,-5.1616,0,1000,I,<.0001,0.05,M,I,-1.55E81
65979,sig1,0.7685,0,1000,I,<.0001,0.05,M,I,-5.41E81
65979,beta2,-2.9936,0,1000,I,<.0001,0.05,M,I,0.049655
65979,sig2,-0.2248,,1000,,,0.05,,,7.806E81
65979,fz,6.6664,0,1000,I,<.0001,0.05,M,I,0
65990,beta1,-2.8809,0.2558,1000,-11.26,<.0001,0.05,-3.3828,-2.3790,-0.00128
65990,sig1,0.05639,0.2135,1000,0.26,0.7917,0.05,-0.3625,0.4753,0.001067
65990,beta2,-2.9081,0.2829,1000,-10.28,<.0001,0.05,-3.4633,-2.3530,0.000291
65990,sig2,0.2184,0.2046,1000,1.07,0.2859,0.05,-0.1830,0.6198,0.000802
65990,fz,1.9508,0.5174,1000,3.77,0.0002,0.05,0.9355,2.9660,-0.00078
65994,beta1,-1.8242,0,1000,I,<.0001,0.05,M,I,-8.76061
65994,sig1,0.1470,0,1000,I,<.0001,0.05,M,I,-8.34E81
65994,beta2,-1.5133,0,1000,I,<.0001,0.05,M,I,6.44668
65994,sig2,0.2230,0,1000,I,<.0001,0.05,M,I,-7.82E81
65994,fz,6.8614,0,1000,I,<.0001,0.05,M,I,1.216E81
65995,beta1,-2.2311,0.2018,1000,-11.06,<.0001,0.05,-2.6271,-1.8351,0.000860
65995,sig1,-0.7297,0.4767,1000,-1.53,0.1261,0.05,-1.6652,0.2057,0.000219
65995,beta2,-2.3498,0.3311,1000,-7.10,<.0001,0.05,-2.9995,-1.7001,-0.00030
65995,sig2,-0.02785,0.3120,1000,-0.09,0.9289,0.05,-0.6401,0.5844,-0.00052
65995,fz,4.4257,108.56,1000,0.04,0.9675,0.05,-208.60,217.45,-0.00039
65997,beta1,-3.3148,0.2067,1000,-16.03,<.0001,0.05,-3.7204,-2.9091,0.000307
65997,sig1,-0.06352,0.1864,1000,-0.34,0.7334,0.05,-0.4294,0.3023,-0.00023
65997,beta2,-3.1661,0.2147,1000,-14.75,<.0001,0.05,-3.5874,-2.7449,-0.00041
65997,sig2,0.008190,0.1894,1000,0.04,0.9655,0.05,-0.3635,0.3799,0.000143
65997,fz,2.0549,1.0467,1000,1.96,0.0499,0.05,0.000879,4.1089,-0.00088
65999,beta1,-2.2924,0.2935,1000,-7.81,<.0001,0.05,-2.8683,-1.7165,-0.00008
65999,sig1,-0.2966,0.4002,1000,-0.74,0.4588,0.05,-1.0819,0.4887,0.000013
65999,beta2,-2.9427,0.6671,1000,-4.41,<.0001,0.05,-4.2516,-1.6337,0.000150
65999,sig2,0.6229,0.3766,1000,1.65,0.0985,0.05,-0.1162,1.3619,-0.00004
65999,fz,2.0016,1.8776,1000,1.07,0.2867,0.05,-1.6829,5.6861,-0.00004
66018,beta1,-2.5104,0,1000,I,<.0001,0.05,M,I,-2.72E81
66018,sig1,-0.1935,0,1000,I,<.0001,0.05,M,I,8.011E81
66018,beta2,-2.8840,0,1000,I,<.0001,0.05,M,I,0
66018,sig2,0.5025,0,1000,I,<.0001,0.05,M,I,0
66018,fz,6.4547,0,1000,I,<.0001,0.05,M,I,-0.00008
66031,beta1,-3.1240,0.6101,1000,-5.12,<.0001,0.05,-4.3212,-1.9269,0.001922
66031,sig1,0.6252,0,1000,I,<.0001,0.05,M,I,0.005592
66031,beta2,-2.2210,0.3079,1000,-7.21,<.0001,0.05,-2.8251,-1.6169,-2.97E81
66031,sig2,-0.1542,1.0641,1000,-0.14,0.8848,0.05,-2.2424,1.9339,-0.00458
66031,fz,6.1453,6.3766,1000,0.96,0.3354,0.05,-6.3676,18.6583,-0.00027
66042,beta1,-3.0703,0.2367,1000,-12.97,<.0001,0.05,-3.5347,-2.6059,-0.00027
66042,sig1,-0.02760,0.2129,1000,-0.13,0.8969,0.05,-0.4453,0.3901,0.000507
66042,beta2,-3.0351,0.2517,1000,-12.06,<.0001,0.05,-3.5290,-2.5412,0.000822
66042,sig2,0.08072,0.2036,1000,0.40,0.6919,0.05,-0.3189,0.4803,-0.00159
66042,fz,2.4575,0.9412,1000,2.61,0.0092,0.05,0.6106,4.3045,-0.00037
66046,beta1,-2.0844,0.3743,1000,-5.57,<.0001,0.05,-2.8190,-1.3499,0.000728
66046,sig1,-0.2085,0.4633,1000,-0.45,0.6529,0.05,-1.1177,0.7008,0.000291
66046,beta2,-1.7521,0.2572,1000,-6.81,<.0001,0.05,-2.2568,-1.2475,-0.00041
66046,sig2,-0.7709,0.6724,1000,-1.15,0.2518,0.05,-2.0903,0.5485,-0.00019
66046,fz,5.7971,22.8146,1000,0.25,0.7995,0.05,-38.9728,50.5670,-0.00013
66047,beta1,-2.4477,0,1000,I,<.0001,0.05,M,I,-0.04620
66047,sig1,-0.7735,0,1000,I,<.0001,0.05,M,I,-0.02020
66047,beta2,-2.5335,0,1000,I,<.0001,0.05,M,I,0.029867
66047,sig2,-0.1601,,1000,,,0.05,,,0.018051
66047,fz,6.2886,0,1000,I,<.0001,0.05,M,I,-0.00019
66051,beta1,-2.5192,0.2912,1000,-8.65,<.0001,0.05,-3.0907,-1.9477,0.000528
66051,sig1,-0.2891,0.5219,1000,-0.55,0.5798,0.05,-1.3133,0.7351,-0.00090
66051,beta2,-3.2170,0.4835,1000,-6.65,<.0001,0.05,-4.1659,-2.2681,-0.00021
66051,sig2,0.2567,0.4293,1000,0.60,0.5500,0.05,-0.5857,1.0992,0.000938
66051,fz,6.2446,8.0541,1000,0.78,0.4383,0.05,-9.5602,22.0494,-0.00006
66070,beta1,-2.6062,0,1000,I,<.0001,0.05,M,I,-0.06065
66070,sig1,-0.5368,0,1000,I,<.0001,0.05,M,I,-0.02276
66070,beta2,-3.0193,0,1000,I,<.0001,0.05,M,I,0.028565
66070,sig2,0.1396,0,1000,I,<.0001,0.05,M,I,0.040882
66070,fz,6.1773,0,1000,I,<.0001,0.05,M,I,-0.00013
66079,beta1,-2.8568,0.2044,1000,-13.97,<.0001,0.05,-3.2580,-2.4556,-0.00105
66079,sig1,0.03828,0.1702,1000,0.22,0.8221,0.05,-0.2957,0.3723,-0.00027
66079,beta2,-2.6028,0.1781,1000,-14.62,<.0001,0.05,-2.9522,-2.2533,-0.00033
66079,sig2,-0.05418,0.1669,1000,-0.32,0.7455,0.05,-0.3817,0.2733,-0.00062
66079,fz,1.7430,0.4708,1000,3.70,0.0002,0.05,0.8192,2.6669,0.000079
66081,beta1,-3.7832,0,1000,I,<.0001,0.05,M,I,0
66081,sig1,0.4172,,1000,,,0.05,,,-0.00303
66081,beta2,-2.6115,0,1000,I,<.0001,0.05,M,I,0.002666
66081,sig2,-0.1166,0,1000,I,<.0001,0.05,M,I,0.000806
66081,fz,6.3168,,1000,,,0.05,,,-0.00004
66092,beta1,-2.7768,0.2578,1000,-10.77,<.0001,0.05,-3.2826,-2.2709,0.000421
66092,sig1,0.04595,0.2202,1000,0.21,0.8347,0.05,-0.3861,0.4780,0.000681
66092,beta2,-2.5747,0.2411,1000,-10.68,<.0001,0.05,-3.0478,-2.1017,0.000343
66092,sig2,0.06864,0.2070,1000,0.33,0.7403,0.05,-0.3376,0.4748,0.000549
66092,fz,1.7553,0.4759,1000,3.69,0.0002,0.05,0.8215,2.6892,0.001407
66096,beta1,0.1870,1.2500,1000,0.15,0.8811,0.05,-2.2660,2.6399,2.95034
66096,sig1,0.9978,0,1000,I,<.0001,0.05,M,I,-3.47191
66096,beta2,0.2350,1.1746,1000,0.20,0.8415,0.05,-2.0700,2.5400,0.34269
66096,sig2,0.9413,2.9816,1000,0.32,0.7523,0.05,-4.9096,6.7922,5.80562
66096,fz,6.7354,,1000,,,0.05,,,-0.00051
66097,beta1,-2.2311,0.2018,1000,-11.06,<.0001,0.05,-2.6271,-1.8351,0.000860
66097,sig1,-0.7297,0.4767,1000,-1.53,0.1261,0.05,-1.6652,0.2057,0.000219
66097,beta2,-2.3498,0.3311,1000,-7.10,<.0001,0.05,-2.9995,-1.7001,-0.00030
66097,sig2,-0.02785,0.3120,1000,-0.09,0.9289,0.05,-0.6401,0.5844,-0.00052
66097,fz,4.4257,108.56,1000,0.04,0.9675,0.05,-208.60,217.45,-0.00039
66101,beta1,-2.2679,0.3021,1000,-7.51,<.0001,0.05,-2.8606,-1.6752,0.000056
66101,sig1,-0.1990,0.3931,1000,-0.51,0.6127,0.05,-0.9704,0.5724,0.000294
66101,beta2,-2.9271,0.6699,1000,-4.37,<.0001,0.05,-4.2417,-1.6125,0.000257
66101,sig2,0.6412,0.3635,1000,1.76,0.0780,0.05,-0.07206,1.3544,0.000084
66101,fz,2.7530,4.4200,1000,0.62,0.5335,0.05,-5.9206,11.4266,-0.00019
66111,beta1,-2.5653,0,1000,I,<.0001,0.05,M,I,0.80711
66111,sig1,0.4216,0,1000,I,<.0001,0.05,M,I,1.56729
66111,beta2,-2.0406,0,1000,I,<.0001,0.05,M,I,-2.33853
66111,sig2,0.03436,0,1000,I,<.0001,0.05,M,I,9.243E81
66111,fz,6.4400,0,1000,I,<.0001,0.05,M,I,-0.00040
66119,beta1,-2.4795,0,1000,I,<.0001,0.05,M,I,0.030702
66119,sig1,-0.1307,0,1000,I,<.0001,0.05,M,I,-0.02503
66119,beta2,-2.7039,0,1000,I,<.0001,0.05,M,I,-2.58E81
66119,sig2,0.4269,0,1000,I,<.0001,0.05,M,I,6.701E81
66119,fz,6.7192,0,1000,I,<.0001,0.05,M,I,1.239E81
66124,beta1,-4.6157,0,1000,I,<.0001,0.05,M,I,-1.7E81
66124,sig1,0.4421,,1000,,,0.05,,,6.63E81
66124,beta2,-2.5747,0,1000,I,<.0001,0.05,M,I,0.029434
66124,sig2,-0.1843,,1000,,,0.05,,,0.023466
66124,fz,6.3756,0,1000,I,<.0001,0.05,M,I,-0.00004
66132,beta1,-2.5855,,1000,,,0.05,,,0
66132,sig1,0.5025,,1000,,,0.05,,,0.089992
66132,beta2,-1.9773,,1000,,,0.05,,,-0.21122
66132,sig2,0.08372,,1000,,,0.05,,,0
66132,fz,6.7584,0,1000,I,<.0001,0.05,M,I,0
66150,beta1,-3.1532,0.2830,1000,-11.14,<.0001,0.05,-3.7086,-2.5979,-0.00154
66150,sig1,-0.07533,0.2693,1000,-0.28,0.7798,0.05,-0.6039,0.4532,-0.00194
66150,beta2,-3.2258,0.3319,1000,-9.72,<.0001,0.05,-3.8772,-2.5744,0.002013
66150,sig2,0.07722,0.2826,1000,0.27,0.7847,0.05,-0.4773,0.6317,0.002292
66150,fz,6.2070,11.5233,1000,0.54,0.5903,0.05,-16.4057,28.8196,-0.00114
66154,beta1,-3.1528,0.2375,1000,-13.27,<.0001,0.05,-3.6189,-2.6867,0.000335
66154,sig1,-0.03899,0.2251,1000,-0.17,0.8625,0.05,-0.4807,0.4027,0.000875
66154,beta2,-3.2387,0.2885,1000,-11.23,<.0001,0.05,-3.8047,-2.6726,-0.00031
66154,sig2,0.1817,0.2188,1000,0.83,0.4065,0.05,-0.2477,0.6111,0.000483
66154,fz,2.3157,0.7349,1000,3.15,0.0017,0.05,0.8735,3.7579,-0.00004
66155,beta1,-3.1528,0.2375,1000,-13.27,<.0001,0.05,-3.6189,-2.6867,0.000335
66155,sig1,-0.03899,0.2251,1000,-0.17,0.8625,0.05,-0.4807,0.4027,0.000875
66155,beta2,-3.2387,0.2885,1000,-11.23,<.0001,0.05,-3.8047,-2.6726,-0.00031
66155,sig2,0.1817,0.2188,1000,0.83,0.4065,0.05,-0.2477,0.6111,0.000483
66155,fz,2.3157,0.7349,1000,3.15,0.0017,0.05,0.8735,3.7579,-0.00004
66163,beta1,-2.5494,0,1000,I,<.0001,0.05,M,I,0
66163,sig1,-0.2079,0,1000,I,<.0001,0.05,M,I,0
66163,beta2,-2.5458,0,1000,I,<.0001,0.05,M,I,0
66163,sig2,0.2608,0,1000,I,<.0001,0.05,M,I,7.583E81
66163,fz,7.2881,0,1000,I,<.0001,0.05,M,I,0
66165,beta1,-3.4291,0.4882,1000,-7.02,<.0001,0.05,-4.3872,-2.4711,0.000395
66165,sig1,0.3257,0.3173,1000,1.03,0.3049,0.05,-0.2970,0.9483,-0.00045
66165,beta2,-3.4181,0.5348,1000,-6.39,<.0001,0.05,-4.4675,-2.3687,-0.00006
66165,sig2,0.4243,0.3224,1000,1.32,0.1885,0.05,-0.2083,1.0569,-0.00033
66165,fz,2.0624,0.6382,1000,3.23,0.0013,0.05,0.8100,3.3147,0.000428
66167,beta1,-3.2385,,1000,,,0.05,,,2.256E81
66167,sig1,-0.08927,,1000,,,0.05,,,-0.00569
66167,beta2,-3.3894,,1000,,,0.05,,,-0.02000
66167,sig2,0.3107,,1000,,,0.05,,,0
66167,fz,6.4718,,1000,,,0.05,,,1.28E81
66172,beta1,-3.1394,0.2406,1000,-13.05,<.0001,0.05,-3.6116,-2.6673,-0.00090
66172,sig1,-0.02997,0.2287,1000,-0.13,0.8958,0.05,-0.4787,0.4188,-0.00144
