metaanalysisid,Parameter,Estimate,StandardError,DF,tValue,Probt,Alpha,Lower,Upper,Gradient
6979,beta2,-3.1491,0.2908,1000,-10.83,<.0001,0.05,-3.7198,-2.5784,0.000456
6979,sig2,-0.1084,0.3004,1000,-0.36,0.7183,0.05,-0.6979,0.4811,-0.00043
6979,fz,1.3421,0.6264,1000,2.14,0.0324,0.05,0.1129,2.5713,-0.00084
6981,beta1,-2.4952,0.2866,1000,-8.70,<.0001,0.05,-3.0577,-1.9326,0.000174
6981,sig1,-0.04357,0.2694,1000,-0.16,0.8715,0.05,-0.5722,0.4850,-0.00023
6981,beta2,-3.1069,0.5761,1000,-5.39,<.0001,0.05,-4.2373,-1.9764,0.000022
6981,sig2,0.7945,0.2411,1000,3.30,0.0010,0.05,0.3215,1.2676,-0.00020
6981,fz,1.1482,0.5684,1000,2.02,0.0437,0.05,0.03277,2.2636,0.000283
6985,beta1,-3.9740,0.2960,1000,-13.42,<.0001,0.05,-4.5549,-3.3931,0.000513
6985,sig1,-0.4141,0.3743,1000,-1.11,0.2688,0.05,-1.1486,0.3203,0.000293
6985,beta2,-3.1585,0.3014,1000,-10.48,<.0001,0.05,-3.7500,-2.5670,-0.00108
6985,sig2,-0.05651,0.2855,1000,-0.20,0.8431,0.05,-0.6167,0.5037,-0.00053
6985,fz,6.1972,,1000,,,0.05,,,-0.00002
6988,beta1,-3.1146,0,1000,I,<.0001,0.05,M,I,0.001612
6988,sig1,-0.3329,0,1000,I,<.0001,0.05,M,I,0.006820
6988,beta2,-2.9862,0,1000,I,<.0001,0.05,M,I,0.000073
6988,sig2,-0.2520,0,1000,I,<.0001,0.05,M,I,0.012914
6988,fz,6.4651,0,1000,I,<.0001,0.05,M,I,-0.00017
6991,beta1,-3.6067,0.3161,1000,-11.41,<.0001,0.05,-4.2269,-2.9864,0.000026
6991,sig1,0.06144,0.2480,1000,0.25,0.8044,0.05,-0.4251,0.5480,0.000027
6991,beta2,-3.1171,0.2643,1000,-11.79,<.0001,0.05,-3.6357,-2.5985,-0.00002
6991,sig2,-0.08135,0.2382,1000,-0.34,0.7328,0.05,-0.5487,0.3860,-0.00003
6991,fz,1.3975,0.6106,1000,2.29,0.0223,0.05,0.1993,2.5957,1.879E-6
6994,beta1,-3.4217,0.2938,1000,-11.65,<.0001,0.05,-3.9981,-2.8452,0.000026
6994,sig1,-0.3726,0.4379,1000,-0.85,0.3951,0.05,-1.2320,0.4868,0.000110
6994,beta2,-2.7399,0.2254,1000,-12.15,<.0001,0.05,-3.1823,-2.2975,-0.00017
6994,sig2,-0.5366,0.3740,1000,-1.43,0.1517,0.05,-1.2705,0.1973,-0.00058
6994,fz,5.5170,6.2741,1000,0.88,0.3794,0.05,-6.7949,17.8289,-0.00009
7000,beta1,-2.0917,0.3305,1000,-6.33,<.0001,0.05,-2.7402,-1.4431,0.000761
7000,sig1,0.2406,0.2274,1000,1.06,0.2902,0.05,-0.2056,0.6869,-0.00073
7000,beta2,-1.9874,0.3145,1000,-6.32,<.0001,0.05,-2.6045,-1.3703,-0.00012
7000,sig2,0.1914,0.2256,1000,0.85,0.3964,0.05,-0.2513,0.6341,-0.00056
7000,fz,2.5542,0.7688,1000,3.32,0.0009,0.05,1.0455,4.0629,0.000132
7003,beta1,-2.1950,0.3960,1000,-5.54,<.0001,0.05,-2.9722,-1.4179,-0.00038
7003,sig1,0.2170,0.2870,1000,0.76,0.4497,0.05,-0.3461,0.7802,-0.00048
7003,beta2,-2.0565,0.5441,1000,-3.78,0.0002,0.05,-3.1242,-0.9889,0.000076
7003,sig2,0.5466,0.2817,1000,1.94,0.0526,0.05,-0.00616,1.0994,0.000238
7003,fz,2.1203,0.7596,1000,2.79,0.0054,0.05,0.6296,3.6110,-0.00002
7123,beta1,-4.3411,0.3268,1000,-13.28,<.0001,0.05,-4.9823,-3.6998,-0.01717
7123,sig1,-0.1093,0.2854,1000,-0.38,0.7018,0.05,-0.6694,0.4508,-0.02546
7123,beta2,-4.0876,0.3579,1000,-11.42,<.0001,0.05,-4.7899,-3.3852,0.016250
7123,sig2,0.05263,0.2721,1000,0.19,0.8467,0.05,-0.4812,0.5865,0.001385
7123,fz,6.2786,,1000,,,0.05,,,-0.00013
7144,beta1,-2.6256,0,1000,I,<.0001,0.05,M,I,0.065939
7144,sig1,-0.05670,,1000,,,0.05,,,0.037120
7144,beta2,-2.6325,0,1000,I,<.0001,0.05,M,I,-2.63E81
7144,sig2,-0.03161,0,1000,I,<.0001,0.05,M,I,-0.06090
7144,fz,6.3588,0,1000,I,<.0001,0.05,M,I,-0.00132
7351,beta1,1.8570,1.0020,1000,1.85,0.0641,0.05,-0.1092,3.8232,-1.41398
7351,sig1,1.5745,0.2048,1000,7.69,<.0001,0.05,1.1725,1.9764,1.39188
7351,beta2,1.3831,1.2529,1000,1.10,0.2699,0.05,-1.0756,3.8418,1.44885
7351,sig2,1.7131,0.2353,1000,7.28,<.0001,0.05,1.2514,2.1748,-1.72875
7351,fz,5.5500,,1000,,,0.05,,,0.038283
7360,beta1,-3.0154,0.2812,1000,-10.72,<.0001,0.05,-3.5671,-2.4636,0.000020
7360,sig1,-0.1053,0.3249,1000,-0.32,0.7459,0.05,-0.7429,0.5322,-0.00016
7360,beta2,-2.6079,0.2728,1000,-9.56,<.0001,0.05,-3.1432,-2.0725,0.000756
7360,sig2,0.04768,0.2422,1000,0.20,0.8439,0.05,-0.4275,0.5229,-0.00015
7360,fz,0.8133,0.4620,1000,1.76,0.0786,0.05,-0.09320,1.7199,0.000281
7384,beta1,2.9632,0,1000,I,<.0001,0.05,M,I,0
7384,sig1,1.229E83,0,1000,I,<.0001,0.05,M,I,0
7384,beta2,2.0155,0,1000,I,<.0001,0.05,M,I,0
7384,sig2,3.9045,0,1000,I,<.0001,0.05,M,I,0
7384,fz,1.172E83,0,1000,I,<.0001,0.05,M,I,0
7387,beta1,-0.9854,0.5976,1000,-1.65,0.0995,0.05,-2.1581,0.1873,-1.22E-6
7387,sig1,0.9993,0.2279,1000,4.38,<.0001,0.05,0.5521,1.4466,0.000410
7387,beta2,-1.5793,0.5344,1000,-2.95,0.0032,0.05,-2.6280,-0.5305,-0.00019
7387,sig2,0.8712,0.2292,1000,3.80,0.0002,0.05,0.4214,1.3210,-0.00058
7387,fz,3.1781,1.1322,1000,2.81,0.0051,0.05,0.9562,5.3999,-0.00006
7399,beta1,-2.0856,0.8570,1000,-2.43,0.0151,0.05,-3.7674,-0.4039,-0.00033
7399,sig1,0.9597,0.3095,1000,3.10,0.0020,0.05,0.3522,1.5671,0.000614
7399,beta2,-2.3887,0.7114,1000,-3.36,0.0008,0.05,-3.7847,-0.9928,-0.00031
7399,sig2,0.7097,0.3412,1000,2.08,0.0378,0.05,0.04010,1.3792,-0.00128
7399,fz,2.6516,0.8471,1000,3.13,0.0018,0.05,0.9894,4.3139,0.000260
7405,beta1,0.9764,,1000,,,0.05,,,0.10829
7405,sig1,1.4378,0,1000,I,<.0001,0.05,M,I,0.019399
7405,beta2,0.2560,0,1000,I,<.0001,0.05,M,I,-0.06846
7405,sig2,1.4776,0,1000,I,<.0001,0.05,M,I,0.20612
7405,fz,5.8742,0,1000,I,<.0001,0.05,M,I,-0.00734
7636,beta1,-4.9132,0.4330,1000,-11.35,<.0001,0.05,-5.7630,-4.0635,-0.00042
7636,sig1,0.3178,0.2710,1000,1.17,0.2411,0.05,-0.2140,0.8497,-0.00018
7636,beta2,-4.4055,0.3317,1000,-13.28,<.0001,0.05,-5.0564,-3.7547,1.876E-6
7636,sig2,0.1420,0.2500,1000,0.57,0.5702,0.05,-0.3486,0.6326,0.000297
7636,fz,2.5713,1.8017,1000,1.43,0.1539,0.05,-0.9643,6.1069,0.000107
7864,beta1,-2.4571,0.4158,1000,-5.91,<.0001,0.05,-3.2730,-1.6411,-0.00110
7864,sig1,0.4562,0.2446,1000,1.86,0.0625,0.05,-0.02384,0.9362,0.009916
7864,beta2,-2.5471,0.4085,1000,-6.23,<.0001,0.05,-3.3488,-1.7454,0.023697
7864,sig2,0.2920,0.3179,1000,0.92,0.3586,0.05,-0.3319,0.9159,-0.00782
7864,fz,6.4808,,1000,,,0.05,,,-0.00033
7868,beta1,-2.4962,0.3507,1000,-7.12,<.0001,0.05,-3.1843,-1.8080,-0.00042
7868,sig1,-0.2867,0.4443,1000,-0.65,0.5190,0.05,-1.1586,0.5853,-0.00058
7868,beta2,-2.3292,0.4516,1000,-5.16,<.0001,0.05,-3.2155,-1.4429,-0.00001
7868,sig2,0.1141,0.3572,1000,0.32,0.7495,0.05,-0.5869,0.8151,0.001025
7868,fz,6.3397,11.5926,1000,0.55,0.5846,0.05,-16.4089,29.0884,-0.00016
7872,beta1,-3.0904,0.4563,1000,-6.77,<.0001,0.05,-3.9859,-2.1950,0.000036
7872,sig1,0.2334,0.3284,1000,0.71,0.4774,0.05,-0.4110,0.8779,-0.00009
7872,beta2,-2.7167,0.5693,1000,-4.77,<.0001,0.05,-3.8339,-1.5995,-0.00058
7872,sig2,0.4476,0.3400,1000,1.32,0.1883,0.05,-0.2196,1.1149,0.000507
7872,fz,1.1389,0.4609,1000,2.47,0.0136,0.05,0.2345,2.0433,0.000389
7953,beta1,-2.9494,0.3143,1000,-9.38,<.0001,0.05,-3.5663,-2.3326,-0.00122
7953,sig1,-0.2416,0.3405,1000,-0.71,0.4781,0.05,-0.9097,0.4265,0.000095
7953,beta2,-2.9024,0.4790,1000,-6.06,<.0001,0.05,-3.8423,-1.9625,0.003690
7953,sig2,0.2654,0.2858,1000,0.93,0.3534,0.05,-0.2955,0.8262,-0.00557
7953,fz,5.9479,,1000,,,0.05,,,-0.00009
8124,beta1,-4.1035,0.9090,1000,-4.51,<.0001,0.05,-5.8873,-2.3198,-0.00004
8124,sig1,0.3942,0.4606,1000,0.86,0.3923,0.05,-0.5097,1.2982,0.000026
8124,beta2,-1.8817,0.9810,1000,-1.92,0.0554,0.05,-3.8067,0.04327,0.000143
8124,sig2,0.9924,0.3676,1000,2.70,0.0071,0.05,0.2711,1.7137,-0.00007
8124,fz,0.1057,0.5566,1000,0.19,0.8494,0.05,-0.9865,1.1980,-0.00008
8126,beta1,-2.9465,0.5524,1000,-5.33,<.0001,0.05,-4.0304,-1.8626,-0.00098
8126,sig1,0.4172,0.3179,1000,1.31,0.1897,0.05,-0.2066,1.0411,0.000067
8126,beta2,-1.2311,0.3786,1000,-3.25,0.0012,0.05,-1.9740,-0.4881,0.000052
8126,sig2,0.2600,0.3050,1000,0.85,0.3942,0.05,-0.3386,0.8586,0.000406
8126,fz,1.5860,1.0472,1000,1.51,0.1302,0.05,-0.4688,3.6409,0.001084
8202,beta1,-4.7837,0.5427,1000,-8.81,<.0001,0.05,-5.8486,-3.7187,0.000081
8202,sig1,0.1822,0.3994,1000,0.46,0.6484,0.05,-0.6015,0.9659,0.000464
8202,beta2,-4.0219,0.3149,1000,-12.77,<.0001,0.05,-4.6399,-3.4040,-0.00004
8202,sig2,-0.5756,0.5471,1000,-1.05,0.2931,0.05,-1.6492,0.4981,-0.00027
8202,fz,5.0069,,1000,,,0.05,,,-0.00036
8933,beta1,-3.5284,0.3226,1000,-10.94,<.0001,0.05,-4.1615,-2.8952,-0.00025
8933,sig1,-0.00802,0.3728,1000,-0.02,0.9828,0.05,-0.7395,0.7235,-0.00138
8933,beta2,-3.3908,0.2770,1000,-12.24,<.0001,0.05,-3.9343,-2.8472,0.000574
8933,sig2,-0.1236,0.3090,1000,-0.40,0.6893,0.05,-0.7300,0.4828,0.000903
8933,fz,5.8547,19.1549,1000,0.31,0.7599,0.05,-31.7336,43.4430,-0.00079
9112,beta1,-3.3749,0,1000,I,<.0001,0.05,M,I,-0.04096
9112,sig1,0.2244,0,1000,I,<.0001,0.05,M,I,-7.81E81
9112,beta2,-3.1974,0,1000,I,<.0001,0.05,M,I,0.061004
9112,sig2,-0.09392,0,1000,I,<.0001,0.05,M,I,0.010665
9112,fz,6.7181,0,1000,I,<.0001,0.05,M,I,-0.00010
9114,beta1,-2.3558,0.6420,1000,-3.67,0.0003,0.05,-3.6155,-1.0960,0.000533
9114,sig1,0.5070,0.3347,1000,1.51,0.1301,0.05,-0.1497,1.1637,0.000381
9114,beta2,-1.8356,0.4249,1000,-4.32,<.0001,0.05,-2.6694,-1.0018,-0.00033
9114,sig2,0.08872,0.3298,1000,0.27,0.7880,0.05,-0.5584,0.7358,-0.00045
9114,fz,6.2385,,1000,,,0.05,,,-0.00043
9130,beta1,-3.3595,0,1000,I,<.0001,0.05,M,I,0.006906
9130,sig1,0.5286,0,1000,I,<.0001,0.05,M,I,0.011579
9130,beta2,-3.1248,,1000,,,0.05,,,-0.02392
9130,sig2,0.4624,0,1000,I,<.0001,0.05,M,I,-0.00837
9130,fz,6.6291,,1000,,,0.05,,,0
9650,beta1,-2.2582,0.8019,1000,-2.82,0.0050,0.05,-3.8318,-0.6845,-0.00043
9650,sig1,1.2449,0.2039,1000,6.11,<.0001,0.05,0.8447,1.6450,0.000914
9650,beta2,-3.0613,0.8356,1000,-3.66,0.0003,0.05,-4.7010,-1.4217,-0.00082
9650,sig2,1.2213,0.2160,1000,5.65,<.0001,0.05,0.7973,1.6452,-0.00085
9650,fz,2.4659,0.5990,1000,4.12,<.0001,0.05,1.2905,3.6413,-0.00070
9656,beta1,-0.5525,0.9368,1000,-0.59,0.5555,0.05,-2.3907,1.2858,0.000207
9656,sig1,1.0690,0.2708,1000,3.95,<.0001,0.05,0.5376,1.6003,-0.00007
9656,beta2,-2.3102,1.4120,1000,-1.64,0.1021,0.05,-5.0811,0.4606,0.000229
9656,sig2,1.3093,0.3393,1000,3.86,0.0001,0.05,0.6435,1.9752,0.000600
9656,fz,1.8555,0.5781,1000,3.21,0.0014,0.05,0.7211,2.9899,0.000042
9668,beta1,-1.9978,0.8585,1000,-2.33,0.0202,0.05,-3.6825,-0.3132,-0.00120
9668,sig1,1.1067,0.2479,1000,4.46,<.0001,0.05,0.6202,1.5932,-0.01184
9668,beta2,-3.0979,1.0105,1000,-3.07,0.0022,0.05,-5.0808,-1.1151,0.000888
9668,sig2,1.1857,0.2686,1000,4.41,<.0001,0.05,0.6586,1.7128,0.006996
9668,fz,2.5863,0.7932,1000,3.26,0.0011,0.05,1.0298,4.1428,-0.00088
9670,beta1,-1.8107,0.8823,1000,-2.05,0.0404,0.05,-3.5420,-0.07930,0.10795
9670,sig1,1.2235,0.2296,1000,5.33,<.0001,0.05,0.7730,1.6741,0.14490
9670,beta2,-2.0904,0.7824,1000,-2.67,0.0077,0.05,-3.6257,-0.5551,-0.10532
9670,sig2,1.0891,0.2314,1000,4.71,<.0001,0.05,0.6350,1.5432,-0.19021
9670,fz,5.6747,6.7233,1000,0.84,0.3989,0.05,-7.5186,18.8680,-0.00816
9672,beta1,-1.9707,1.0291,1000,-1.92,0.0558,0.05,-3.9901,0.04869,-0.07363
9672,sig1,1.2939,0.2464,1000,5.25,<.0001,0.05,0.8104,1.7774,-0.12172
9672,beta2,-2.1457,0.8825,1000,-2.43,0.0152,0.05,-3.8774,-0.4140,0.048809
9672,sig2,1.1338,0.2474,1000,4.58,<.0001,0.05,0.6484,1.6192,0.12475
9672,fz,6.3054,7.0073,1000,0.90,0.3684,0.05,-7.4453,20.0560,-0.00415
10112,beta1,-3.4249,0.4742,1000,-7.22,<.0001,0.05,-4.3556,-2.4943,-0.03978
10112,sig1,0.2701,0.1680,1000,1.61,0.1081,0.05,-0.05946,0.5997,7.528E81
10112,beta2,-3.1330,0.3677,1000,-8.52,<.0001,0.05,-3.8547,-2.4114,0.033096
10112,sig2,0.007957,0.1410,1000,0.06,0.9550,0.05,-0.2688,0.2847,0.053507
10112,fz,6.6342,0,1000,I,<.0001,0.05,M,I,1.252E81
10116,beta1,-3.5880,0.6747,1000,-5.32,<.0001,0.05,-4.9121,-2.2640,-0.00028
10116,sig1,0.4033,0.3375,1000,1.20,0.2323,0.05,-0.2589,1.0655,0.000441
10116,beta2,-3.1939,0.5146,1000,-6.21,<.0001,0.05,-4.2038,-2.1839,0.000111
10116,sig2,0.1336,0.3368,1000,0.40,0.6917,0.05,-0.5273,0.7946,-0.00027
10116,fz,6.2238,12.5646,1000,0.50,0.6205,0.05,-18.4322,30.8798,-0.00019
10118,beta1,-3.4795,0.5372,1000,-6.48,<.0001,0.05,-4.5336,-2.4254,0.000164
10118,sig1,0.3351,0.3286,1000,1.02,0.3081,0.05,-0.3098,0.9799,-0.00056
10118,beta2,-3.2637,0.4356,1000,-7.49,<.0001,0.05,-4.1184,-2.4089,0.000071
10118,sig2,0.1050,0.3418,1000,0.31,0.7588,0.05,-0.5657,0.7757,0.000692
10118,fz,5.9657,,1000,,,0.05,,,-0.00010
10128,beta1,-2.6528,0.4493,1000,-5.90,<.0001,0.05,-3.5344,-1.7712,-2.62E81
10128,sig1,0.3408,0.2779,1000,1.23,0.2204,0.05,-0.2046,0.8862,-0.12029
10128,beta2,-2.2849,0.3044,1000,-7.51,<.0001,0.05,-2.8823,-1.6875,0.14175
10128,sig2,-0.08968,0.3106,1000,-0.29,0.7728,0.05,-0.6991,0.5197,8.774E81
10128,fz,6.5180,,1000,,,0.05,,,-0.00008
10132,beta1,-2.5726,0.5433,1000,-4.74,<.0001,0.05,-3.6387,-1.5066,0.002636
10132,sig1,0.3407,0.3423,1000,1.00,0.3197,0.05,-0.3309,1.0123,0.006965
10132,beta2,-2.2915,0.3776,1000,-6.07,<.0001,0.05,-3.0325,-1.5506,-0.00320
10132,sig2,-0.07889,0.3614,1000,-0.22,0.8272,0.05,-0.7881,0.6303,0.003040
10132,fz,5.9932,9.3329,1000,0.64,0.5209,0.05,-12.3210,24.3075,-0.00030
10134,beta1,-2.6928,0.5057,1000,-5.33,<.0001,0.05,-3.6851,-1.7005,-0.00020
10134,sig1,0.4080,0.3402,1000,1.20,0.2307,0.05,-0.2596,1.0757,-0.00045
10134,beta2,-2.3741,0.3519,1000,-6.75,<.0001,0.05,-3.0646,-1.6836,0.000623
10134,sig2,0.01220,0.3552,1000,0.03,0.9726,0.05,-0.6849,0.7093,0.000421
10134,fz,6.0218,9.7037,1000,0.62,0.5350,0.05,-13.0201,25.0637,-0.00019
10146,beta1,-3.4437,0.4564,1000,-7.55,<.0001,0.05,-4.3393,-2.5481,0.007599
10146,sig1,-0.09972,0.6657,1000,-0.15,0.8810,0.05,-1.4061,1.2066,-0.01911
10146,beta2,-3.9647,0.6433,1000,-6.16,<.0001,0.05,-5.2272,-2.7023,-0.02251
10146,sig2,0.05486,0.7720,1000,0.07,0.9434,0.05,-1.4601,1.5698,-0.00536
10146,fz,5.9968,25.6700,1000,0.23,0.8153,0.05,-44.3764,56.3700,-0.00006
10148,beta1,-3.2189,0.3396,1000,-9.48,<.0001,0.05,-3.8853,-2.5524,0.000455
10148,sig1,-0.2991,0.4537,1000,-0.66,0.5099,0.05,-1.1895,0.5913,0.000655
10148,beta2,-2.9720,0.2749,1000,-10.81,<.0001,0.05,-3.5114,-2.4327,-0.00027
10148,sig2,-0.6035,0.5043,1000,-1.20,0.2317,0.05,-1.5930,0.3861,-0.00054
10148,fz,5.7383,,1000,,,0.05,,,-0.00018
10168,beta1,-3.3497,0.4883,1000,-6.86,<.0001,0.05,-4.3080,-2.3914,-0.00031
10168,sig1,0.2702,0.3183,1000,0.85,0.3962,0.05,-0.3545,0.8948,-0.00068
10168,beta2,-2.9751,0.3713,1000,-8.01,<.0001,0.05,-3.7038,-2.2465,-0.00033
10168,sig2,-0.02323,0.3297,1000,-0.07,0.9438,0.05,-0.6701,0.6237,-0.00030
10168,fz,5.5293,20.8414,1000,0.27,0.7908,0.05,-35.3687,46.4273,-0.00037
10174,beta1,-2.5860,0.4540,1000,-5.70,<.0001,0.05,-3.4769,-1.6950,0.000338
10174,sig1,0.3438,0.3032,1000,1.13,0.2572,0.05,-0.2512,0.9388,8.117E-6
10174,beta2,-2.1374,0.3009,1000,-7.10,<.0001,0.05,-2.7278,-1.5470,-0.00070
10174,sig2,-0.1051,0.3158,1000,-0.33,0.7394,0.05,-0.7247,0.5145,-0.00038
10174,fz,5.6452,18.4189,1000,0.31,0.7593,0.05,-30.4988,41.7893,-0.00043
10180,beta1,-3.0382,0.5155,1000,-5.89,<.0001,0.05,-4.0497,-2.0266,-0.00035
10180,sig1,0.3536,0.3220,1000,1.10,0.2725,0.05,-0.2783,0.9856,0.000205
10180,beta2,-2.9357,0.4734,1000,-6.20,<.0001,0.05,-3.8647,-2.0068,0.000160
10180,sig2,0.2929,0.3084,1000,0.95,0.3424,0.05,-0.3122,0.8981,-0.00043
10180,fz,2.4533,1.4431,1000,1.70,0.0894,0.05,-0.3785,5.2852,-0.00001
10182,beta1,-2.3466,0.5002,1000,-4.69,<.0001,0.05,-3.3281,-1.3651,-0.00018
10182,sig1,0.4584,0.3001,1000,1.53,0.1269,0.05,-0.1305,1.0473,0.000152
10182,beta2,-2.0124,0.4253,1000,-4.73,<.0001,0.05,-2.8470,-1.1777,-0.00200
10182,sig2,0.3057,0.2882,1000,1.06,0.2890,0.05,-0.2598,0.8713,-0.00012
10182,fz,2.1294,0.7185,1000,2.96,0.0031,0.05,0.7195,3.5394,-0.00130
10184,beta1,-2.7778,0,1000,I,<.0001,0.05,M,I,0.038417
10184,sig1,-0.1796,0,1000,I,<.0001,0.05,M,I,8.105E81
10184,beta2,-2.6060,0,1000,I,<.0001,0.05,M,I,-0.04669
10184,sig2,-0.02975,0,1000,I,<.0001,0.05,M,I,-0.01361
10184,fz,6.4514,0,1000,I,<.0001,0.05,M,I,-0.00013
10270,beta1,-1.6426,0.3695,1000,-4.45,<.0001,0.05,-2.3678,-0.9175,-0.18084
10270,sig1,0.4114,0.2358,1000,1.74,0.0814,0.05,-0.05136,0.8742,-0.00512
10270,beta2,-1.6284,0.3677,1000,-4.43,<.0001,0.05,-2.3499,-0.9069,0.24768
10270,sig2,0.4200,0.2290,1000,1.83,0.0670,0.05,-0.02950,0.8694,-0.00370
10270,fz,6.3834,,1000,,,0.05,,,-0.00132
10500,beta1,-4.0526,0.2408,1000,-16.83,<.0001,0.05,-4.5251,-3.5800,0.042737
10500,sig1,0.08760,0.2865,1000,0.31,0.7599,0.05,-0.4746,0.6498,-0.00833
10500,beta2,-4.2536,0,1000,I,<.0001,0.05,M,I,-0.06630
10500,sig2,0.2278,0.2746,1000,0.83,0.4069,0.05,-0.3110,0.7666,-0.12196
10500,fz,6.4191,4.2891,1000,1.50,0.1348,0.05,-1.9975,14.8357,-0.00031
10508,beta1,-4.0956,0,1000,I,<.0001,0.05,M,I,0.10662
10508,sig1,1.0057,0,1000,I,<.0001,0.05,M,I,0.75874
10508,beta2,-3.7794,,1000,,,0.05,,,-0.16241
10508,sig2,0.9837,0,1000,I,<.0001,0.05,M,I,-4.82E81
10508,fz,6.7454,0,1000,I,<.0001,0.05,M,I,-0.00132
10534,beta1,-4.0202,0,1000,I,<.0001,0.05,M,I,0
10534,sig1,0.4131,,1000,,,0.05,,,-6.77E81
10534,beta2,-4.7886,0,1000,I,<.0001,0.05,M,I,0
10534,sig2,0.7650,0,1000,I,<.0001,0.05,M,I,0
10534,fz,6.9119,,1000,,,0.05,,,0
10606,beta1,-4.1357,0.2711,1000,-15.25,<.0001,0.05,-4.6677,-3.6036,0.000153
10606,sig1,-1.0548,1.0253,1000,-1.03,0.3038,0.05,-3.0667,0.9572,-0.00004
10606,beta2,-4.2105,0.3700,1000,-11.38,<.0001,0.05,-4.9365,-3.4845,-0.00008
10606,sig2,-0.2619,0.5576,1000,-0.47,0.6387,0.05,-1.3560,0.8323,0.000013
10606,fz,4.2737,,1000,,,0.05,,,0.000140
10607,beta1,-2.7558,0.2914,1000,-9.46,<.0001,0.05,-3.3276,-2.1839,-0.00068
10607,sig1,-0.2930,0.4030,1000,-0.73,0.4673,0.05,-1.0838,0.4978,-0.00029
10607,beta2,-3.0427,0.3525,1000,-8.63,<.0001,0.05,-3.7344,-2.3510,0.001035
10607,sig2,-0.03026,0.3532,1000,-0.09,0.9317,0.05,-0.7234,0.6628,0.000360
10607,fz,2.4276,3.8489,1000,0.63,0.5284,0.05,-5.1253,9.9804,-0.00012
10618,beta1,-4.3619,0.4675,1000,-9.33,<.0001,0.05,-5.2793,-3.4445,1.604E-6
10618,sig1,-0.4558,0.8581,1000,-0.53,0.5954,0.05,-2.1397,1.2281,-1.12E-6
10618,beta2,-4.2079,0.5309,1000,-7.93,<.0001,0.05,-5.2497,-3.1661,-8.45E-7
10618,sig2,0.06926,0.5178,1000,0.13,0.8936,0.05,-0.9468,1.0853,-5.11E-6
10618,fz,1.0250,1.7248,1000,0.59,0.5525,0.05,-2.3596,4.4096,-6.03E-7
10619,beta1,-2.8658,0.4148,1000,-6.91,<.0001,0.05,-3.6797,-2.0518,0.000200
10619,sig1,-0.04858,0.4445,1000,-0.11,0.9130,0.05,-0.9208,0.8237,0.000039
10619,beta2,-2.8615,0.3870,1000,-7.39,<.0001,0.05,-3.6210,-2.1021,-0.00055
10619,sig2,-0.06294,0.3975,1000,-0.16,0.8742,0.05,-0.8430,0.7172,-0.00011
10619,fz,1.9614,1.6914,1000,1.16,0.2465,0.05,-1.3578,5.2806,-0.00001
10702,beta1,-3.9705,0.2780,1000,-14.28,<.0001,0.05,-4.5160,-3.4251,0.000657
10702,sig1,-0.8008,0.7471,1000,-1.07,0.2840,0.05,-2.2669,0.6653,-0.00003
10702,beta2,-3.7248,0.2879,1000,-12.94,<.0001,0.05,-4.2898,-3.1598,-0.00069
10702,sig2,-0.5626,0.5841,1000,-0.96,0.3357,0.05,-1.7089,0.5837,-0.00025
10702,fz,5.2440,12.7935,1000,0.41,0.6820,0.05,-19.8613,30.3492,-0.00006
11367,beta1,-3.9878,0.4927,1000,-8.09,<.0001,0.05,-4.9546,-3.0209,-0.00390
11367,sig1,0.1852,0.3532,1000,0.52,0.6001,0.05,-0.5079,0.8783,-0.00174
11367,beta2,-4.3914,0.5210,1000,-8.43,<.0001,0.05,-5.4138,-3.3689,0.003605
11367,sig2,0.1065,0.4238,1000,0.25,0.8017,0.05,-0.7251,0.9380,0.000273
11367,fz,1.4258,1.0314,1000,1.38,0.1671,0.05,-0.5981,3.4497,0.000878
11375,beta1,-4.1670,0.5603,1000,-7.44,<.0001,0.05,-5.2666,-3.0674,0.000041
11375,sig1,0.2457,0.3831,1000,0.64,0.5214,0.05,-0.5061,0.9974,2.888E-6
11375,beta2,-4.9099,0.7042,1000,-6.97,<.0001,0.05,-6.2917,-3.5281,-0.00009
11375,sig2,0.2442,0.5065,1000,0.48,0.6298,0.05,-0.7498,1.2382,0.000080
11375,fz,0.7026,0.6682,1000,1.05,0.2933,0.05,-0.6086,2.0138,0.000028
11545,beta1,-2.6535,0.8848,1000,-3.00,0.0028,0.05,-4.3898,-0.9172,-0.00019
11545,sig1,0.9010,0.3555,1000,2.53,0.0114,0.05,0.2033,1.5986,-0.00063
11545,beta2,-1.9300,0.5015,1000,-3.85,0.0001,0.05,-2.9141,-0.9460,0.000474
11545,sig2,0.4040,0.2991,1000,1.35,0.1771,0.05,-0.1829,0.9910,0.000083
11545,fz,3.3099,1.2288,1000,2.69,0.0072,0.05,0.8986,5.7212,-0.00009
11563,beta1,-2.8205,0.2266,1000,-12.45,<.0001,0.05,-3.2651,-2.3759,0.005492
11563,sig1,0.3151,0.2967,1000,1.06,0.2886,0.05,-0.2672,0.8974,0.020817
11563,beta2,-2.9092,0,1000,I,<.0001,0.05,M,I,0.010734
11563,sig2,0.3180,0.2895,1000,1.10,0.2722,0.05,-0.2500,0.8860,-0.01425
11563,fz,6.4090,10.5013,1000,0.61,0.5418,0.05,-14.1981,27.0161,-0.00009
